start_time,end_time,text
1182.952,1185.119,"And we've become the avatars
that we chose."
1185.123,1188.655,"So it's me, Spencer,
but yet I look and sound..."
1188.657,1192.864,like Dr. Smolder Bravestone.
1198.233,1200.234,"You're telling me
that you're Spencer?"
1200.238,1202.136,"Yes, yes, yes. That's it."
1202.138,1206.008,"Fridge, I'm Spencer.
Which means you're Moose Finbar."
1206.009,1208.346,"It says it right there
on your vest. And..."
1209.547,1211.077,"- Martha?
- Yeah."
1211.079,1213.279,You're Ruby Roundhouse.
1213.281,1217.086,"And, Bethany,
you're Professor Shelly Oberon."
1217.087,1219.019,"Only Shelly must be
short for Sheldon."
1219.02,1220.288,What are you talking about?
1220.288,1222.325,"Oh, my God.
Oh, my God, he's right."
1222.326,1224.593,And you...
1224.595,1226.662,you're Spencer? You?
1226.663,1228.195,"Yes. Guys, I'm telling you."
1228.199,1230.567,I am Spencer. I'm... Aah!
1230.567,1232.067,"Yep, that's Spencer."
1232.067,1233.603,Whoa. Whoa!
1233.605,1236.172,So that means I...
1236.173,1237.509,I'm...
1239.211,1241.108,"Wait, Bethany.
Bethany, don't!"
1241.111,1243.947,No!
1247.048,1249.42,"I'm an overweight,
middle-aged man."
1250.421,1252.122,"Uh, I have a tattoo."
1252.124,1254.99,"My mom always said she'd
kill me if I ever got a tattoo."
1254.991,1256.357,What is this?
1256.359,1258.06,I have one too.
1260.597,1261.73,Sometimes.
1261.731,1264.098,Wait a second.
1264.101,1266.567,Where's my phone?
1268.337,1270.005,Aah.
1270.008,1272.075,"Why am I wearing this outfit
in a jungle?"
1272.076,1274.478,"Tiny, little shorts
and a leather halter top."
1274.48,1276.046,"I mean, what is this?"
1276.048,1278.413,"I look like a living
garden gnome. Where is my phone?"
1278.414,1281.018,"- Who cares?
- We are in different bodies!"
1281.019,1283.451,"It doesn't seem like
the most pressing concern"
1283.452,1285.386,"- at this moment.
- Really? You don't think"
1285.388,1287.454,"this would be a good moment
to make a call"
1287.457,1289.356,"or text somebody
or change your status"
1289.358,1290.692,"to ""stuck in a video game""?"
1290.693,1294.096,"All I'm saying is,
I don't have my Claritin, okay?"
1294.097,1296.03,"And I'm allergic to
almost everything."
1296.032,1297.365,"Oh, no."
1297.366,1300.103,"You got allergies,
Spencer? Huh?"
1300.105,1302.105,"I don't have the top two feet
of my body!"
1302.106,1304.807,"You guys, this can't
actually be happening."
1304.808,1307.375,Maybe we're all in a coma.
1307.376,1310.346,"Together?
We're all in a coma together?"
1310.347,1312.646,"It's the only explanation.
That old game machine"
