start_time,end_time,text
886.099,889.229,See this junker? I paid $100 for it.
889.399,891.519,"She's got 120,000 miles on her."
891.689,894.608,"Transmission shot, bumpers have fallen off."
894.778,896.698,What do I do with her? Hm?
898.658,899.988,I sell her.
900.158,902.618,"We really should weld these bumpers on,"
902.788,906.578,"but that takes time, equipment, money."
906.748,910.247,So we use Super Super Glue instead.
910.417,912.797,"Go ahead, put it on there."
913.047,914.547,Won't it fall off?
914.717,917.757,"- Definitely.
- Isn't that dangerous?"
917.927,920.047,"Not to me, okay?"
920.217,921.717,Transmission.
921.887,926.097,"The sawdust quiets the gears, and lets
the engine run as sweet as a nut..."
926.267,928.766,"- for a couple of miles. Ha-ha-ha.
- Daddy, that's cheating."
928.936,932.436,"Of course it's cheating. Nobody
ever got rich being honest."
932.606,935.606,"20 years ago, we could turn
the numbers back by hand. But..."
935.776,937.776,"Here, take my hat."
938.106,942.316,"But the feds like to test the ingenuity
of the American businessman."
942.526,944.075,Two-directional drill.
944.235,946.695,"You run it backwards, the numbers go down."
946.865,949.075,Watch the speedometer.
950.245,951.785,Cool.
953.995,955.045,"- See?
- Yeah."
955.205,957.255,"Daddy, you're a crook."
958.255,960.545,"- What?
- This is illegal."
961.214,962.754,"Here, keep drilling."
964.554,967.344,Do you make money? Do you have a job?
967.514,969.884,"No, but don't people need good cars?"
970.054,972.724,"Can't you sell good cars, Dad?"
973.474,975.434,"Listen, you little wiseacre."
975.604,979.233,"I'm smart, you're dumb. I'm big,
you're little. I'm right, you're wrong."
979.393,981.653,And there's nothing you can do about it.
994.413,997.412,"Harry, I won! I won!"
997.582,1001.172,I hit the double bingo! Aah!
1001.332,1004.752,"Come on, everybody! I'm
taking you all to Café Le Ritz."
1004.922,1006.802,"- Let me see the money.
- Never mind."
1006.962,1008.762,"Double bingo, huh? Ooh."
1009.052,1012.431,"God, your hair looks awful.
I hope they let you in."
1012.591,1014.601,"- They'll let me in.
- Here's your hat, Daddy."
1014.891,1016.641,Get in the car.
1017.891,1019.351,"Go on, get in."
1021.561,1022.601,How much?
1022.771,1024.691,It's for me to know and you to find out.
1030.61,1032.49,"- It's nice to go out sometimes.
- Yeah."
1032.66,1033.7,You never take us out.
1033.87,1035.62,Of course I do. I took you to the Flipper.
1035.78,1038.12,"- I don't remember any of the Flipper.
- The fish joint."
1038.29,1040.37,You found that comb in the bouillabaisse.
1040.54,1042.54,"Oh, yeah. I like that joint."
1043.04,1045.0,"Bonjour. This way, please."
1045.17,1046.669,"Harry, take your hat off."
1047.669,1049.259,"- I can't.
- This is a nice place."
1049.419,1051.259,You can't wear a hat inside.
1051.419,1052.549,I can't take it off.
1052.719,1055.549,"Harry, nobody cares
what your hair looks like."
1055.719,1058.929,"- What's with this hat?
- I can't get it off. I can't get it off."
1060.429,1063.689,"Just a minute. I'm gonna yank
this hat off. I'm pulling it."
1066.188,1068.518,I think your head swelled up really bad.
1070.738,1073.948,"- You're pulling the skin!
- You're such a baby! Stop it!"
1074.108,1076.568,"- Fibers are fused to the head!
- Fibers are fused?"
1076.738,1079.658,"What is that supposed
to mean? Give me that hat!"
1109.106,1111.356,Mm.
1112.896,1115.275,I will not be the figure of ridicule!
1115.445,1117.655,"I want respect, and I want it now!"
1119.615,1122.365,"I still don't see how you
glued your hat on, Harry."
1122.535,1125.115,"I mean, I know you say you
didn't, but obviously you did."
1125.285,1127.745,I did not glue my hat to my head.
